ID,z1,z2,z3,z4,z5
Seq_6392,0.098,-0.187,-0.361,-0.441,0.091
Seq_6393,0.21,-0.565,-0.154,-0.433,0.005
Seq_6394,0.3,-0.227,-0.225,-0.303,0.159
Seq_6395,0.261,-0.452,-0.226,-0.377,0.168
Seq_6396,0.109,-0.313,-0.448,-0.426,0.168
Seq_6397,0.249,-0.628,-0.36,-0.518,0.044
Seq_6398,0.252,-0.431,-0.321,-0.487,0.31
Seq_6399,-0.102,-0.729,-0.366,-0.383,0.207
Seq_6400,0.07,-0.575,-0.169,-0.289,0.072
Seq_6401,-0.296,-0.715,-0.407,-0.436,0.169
Seq_6402,0.386,-0.382,-0.471,-0.488,0.153
Seq_6403,-0.269,-0.452,-0.425,-0.388,0.225
Seq_6404,0.036,-0.668,-0.243,-0.459,0.219
Seq_6405,-0.157,-0.725,-0.361,-0.481,0.289
Seq_6406,0.046,-0.64,-0.301,-0.39,0.259
Seq_6407,0.055,-0.426,-0.301,-0.413,0.071
Seq_6408,0.092,-0.166,-0.268,-0.279,0.047
Seq_6409,0.614,-0.134,-0.877,-0.289,0.128
Seq_6410,0.046,-0.576,-0.133,-0.634,0.068
Seq_6411,0.146,-0.685,-0.278,-0.368,0.174
Seq_6412,0.006,-0.686,-0.284,-0.36,0.239
Seq_6413,-0.134,-0.641,-0.441,-0.316,0.266
Seq_6414,0.176,-0.694,-0.206,-0.386,0.116
Seq_6415,-0.082,-0.477,-0.216,-0.392,0.089
Seq_6416,0.129,-0.762,-0.245,-0.549,0.102
Seq_6417,0.271,-0.84,-0.119,-0.451,0.242
Seq_6418,0.006,-0.359,-0.226,-0.279,0.112
Seq_6419,-0.009,-0.509,-0.274,-0.449,0.182
Seq_6420,0.207,-0.844,0.063,-0.514,0.003
Seq_6421,0.035,-0.367,-0.161,-0.355,0.099
Seq_6422,-0.05,-0.599,-0.14,-0.335,0.233
Seq_6423,0.576,-0.465,-0.34,-0.392,0.229
Seq_6424,0.273,-0.443,-0.472,-0.474,0.124
Seq_6425,0.048,-0.544,-0.267,-0.481,0.054
Seq_6426,0.303,-0.356,-0.091,-0.309,-0.094
Seq_6427,0.105,-0.305,-0.247,-0.24,0.167
Seq_6428,0.178,-0.341,-0.313,-0.539,0.031
Seq_6429,0.43,-0.252,-0.257,-0.41,0.099
Seq_6430,-0.078,-0.566,-0.353,-0.251,0.215
Seq_6431,0.079,-0.784,-0.198,-0.419,0.305
Seq_6432,0.07,-0.868,-0.249,-0.436,0.057
Seq_6433,0.132,-0.81,-0.38,-0.574,0.261
Seq_6434,0.513,-0.192,-0.388,-0.335,0.086
Seq_6435,-0.09,-0.616,-0.12,-0.242,0.506
Seq_6436,0.705,-0.214,-0.186,0.321,0.088
Seq_6437,0.125,-0.292,-0.347,-0.208,-0.039
Seq_6438,0.309,-0.234,-0.134,-0.357,-0.003
Seq_6439,-0.052,-0.8,-0.31,-0.408,0.32
Seq_6440,0.313,-0.343,-0.027,-0.414,0.11
Seq_6441,0.467,-0.53,-0.351,-0.605,0.223
Seq_6442,-0.037,-0.757,-0.469,-0.461,0.236
Seq_6443,0.181,0.046,-0.483,-0.325,0.089
Seq_6444,0.099,-0.172,-0.369,-0.469,0.093
Seq_6445,-0.399,-0.966,-0.237,-0.406,0.169
Seq_6446,-0.264,-0.761,-0.272,-0.377,0.089
Seq_6447,0.007,-0.43,-0.119,-0.217,0.194
Seq_6448,0.009,-0.559,-0.234,-0.469,0.307
Seq_6449,-0.085,-0.401,-0.338,-0.256,0.22
Seq_6450,0.18,-1.011,-0.288,-0.506,0.247
Seq_6451,0.274,-0.074,-0.366,-0.389,-0.06
Seq_6452,0.089,-0.43,-0.171,-0.315,0.272
Seq_6453,-0.051,-0.497,-0.302,-0.524,0.134
Seq_6454,0.082,-0.788,-0.209,-0.437,0.085
Seq_6455,0.256,-0.589,-0.579,-0.282,0.185
Seq_6456,0.13,-0.321,-0.44,-0.496,0.028
Seq_6457,0.432,-0.393,-0.231,-0.465,0.176
Seq_6458,0.083,-0.656,-0.135,-0.381,0.256
Seq_6459,-0.579,-1.032,-0.243,-0.432,0.204
Seq_6460,0.225,-0.587,-0.688,-0.643,0.206
Seq_6461,-0.218,-0.265,-0.192,-0.21,0.057
Seq_6462,0.222,-0.633,-0.143,-0.335,-0.053
Seq_6463,-0.091,-0.84,-0.277,-0.566,0.088
Seq_6464,-0.037,-0.244,-0.166,-0.402,-0.02
Seq_6465,0.166,-0.917,-0.045,-0.487,0.009
Seq_6466,0.282,-0.556,-0.02,-0.436,0.414
Seq_6467,0.183,-0.347,-0.219,-0.495,0.125
Seq_6468,0.019,-0.765,-0.216,-0.369,0.342
Seq_6469,1.011,0.216,-0.102,-0.62,-0.257
Seq_6470,0.256,-0.548,-0.215,-0.473,0.075
Seq_6471,0.275,-0.646,-0.188,-0.431,0.181
Seq_6472,0.122,-0.863,-0.433,-0.588,0.188
Seq_6473,0.361,-0.48,-0.214,-0.483,0.092
Seq_6474,-0.109,-0.664,-0.366,-0.241,0.149
Seq_6475,0.172,-0.497,-0.266,-0.34,0.186
Seq_6476,0.863,-0.614,0.054,-0.157,0.146
Seq_6477,-0.015,-0.465,-0.575,-0.424,0.108
Seq_6478,0.438,-0.678,-0.718,-0.282,0.242
Seq_6479,0.199,-0.362,-0.238,-0.385,-0.025
Seq_6480,0.483,-0.223,-0.38,-0.505,-0.026
Seq_6481,0.13,-0.686,-0.358,-0.485,0.241
Seq_6482,0.353,-0.743,-0.315,-0.7,0.113
Seq_6483,-0.038,-0.439,-0.268,-0.349,0.199
Seq_6484,0.453,-0.303,-0.3,-0.545,0.079
Seq_6485,0.121,-0.548,-0.395,-0.563,0.212
Seq_6486,0.07,-0.287,-0.318,-0.492,0.095
Seq_6487,-0.13,-1.148,-0.342,-0.247,0.359
Seq_6488,0.588,-0.352,0.008,-0.806,0.24
Seq_6489,0.107,-0.56,-0.271,-0.465,0.205
Seq_6490,0.045,-0.597,-0.313,-0.384,0.314
Seq_6491,-0.048,-0.74,-0.045,-0.6,0.162
Seq_6492,0.067,-0.528,-0.325,-0.49,0.171
Seq_6493,-0.103,-0.577,-0.359,-0.52,0.153
Seq_6494,-0.045,-0.487,-0.247,-0.333,0.286
Seq_6495,0.206,-0.501,-0.29,-0.631,0.076
Seq_6496,0.322,-0.903,-0.097,-0.57,0.214
Seq_6497,0.693,-0.156,-0.695,0.115,-0.047
Seq_6498,0.021,-0.764,-0.189,-0.491,0.122
Seq_6499,0.008,-0.323,-0.189,-0.521,-0.064
Seq_6500,0.244,-0.845,-0.358,-0.514,0.198
Seq_6501,0.307,-0.338,-0.162,-0.36,-0.002
Seq_6502,-0.026,-0.364,-0.284,-0.296,0.184
Seq_6503,0.125,-0.449,-0.074,-0.26,0.05
Seq_6504,0.426,-0.253,-0.274,-0.57,-0.051
Seq_6505,0.657,-0.367,-0.268,-0.597,0.181
Seq_6506,0.146,-0.465,-0.28,-0.378,0.029
Seq_6507,0.163,-1.18,-0.193,-0.53,0.279
Seq_6508,0.148,-0.406,-0.234,-0.302,0.134
Seq_6509,0.055,-0.916,-0.338,-0.459,0.303
Seq_6510,0.094,-0.65,-0.136,-0.319,0.218
Seq_6511,0.2,-0.521,-0.227,-0.381,0.064
Seq_6512,0.287,-0.595,-0.319,-0.541,0.163
Seq_6513,0.59,-0.551,-0.182,-0.665,0.21
Seq_6514,0.091,-0.426,-0.208,-0.319,0.165
Seq_6515,0.348,-0.482,-0.091,-0.36,0.275
Seq_6516,0.086,-0.411,-0.375,-0.445,0.145
Seq_6517,0.09,-0.802,-0.402,-0.381,0.215
Seq_6518,0.132,-0.719,-0.21,-0.422,0.201
Seq_6519,0.34,-0.821,-0.365,-0.688,0.163
Seq_6520,0.489,-0.7,-0.239,-0.587,0.045
Seq_6521,0.227,-0.704,-0.273,-0.437,0.122
Seq_6522,0.132,-0.249,-0.211,-0.446,0.071
Seq_6523,0.098,-0.825,-0.391,-0.42,0.226
Seq_6524,0.213,-0.55,-0.379,-0.356,0.204
Seq_6525,0.275,-0.695,-0.037,-0.575,-0.062
Seq_6526,0.207,-0.739,-0.269,-0.468,0.149
Seq_6527,-0.174,-0.355,-0.323,-0.336,0.089
Seq_6528,0.238,-0.373,-0.087,-0.589,0.101
Seq_6529,0.328,-0.726,-0.09,-0.448,0.084
Seq_6530,0.104,-0.458,-0.272,-0.361,0.3
Seq_6531,-0.015,-0.636,-0.308,-0.407,0.251
Seq_6532,-0.083,-0.417,-0.279,-0.386,0.112
Seq_6533,0.231,-0.791,-0.357,-0.468,0.212
Seq_6534,0.399,-0.703,0.12,-0.475,0.284
Seq_6535,0.171,-0.357,-0.368,-0.322,0.19
Seq_6536,0.233,-0.906,-0.137,-0.488,0.199
Seq_6537,0.003,-0.639,-0.251,-0.409,0.204
Seq_6538,-0.17,-0.463,-0.215,-0.417,0.231
Seq_6539,0.152,-0.554,-0.483,-0.549,0.107
Seq_6540,0.057,-0.36,-0.302,-0.468,0.039
Seq_6541,0.141,-0.408,-0.165,-0.421,0.075
Seq_6542,-0.079,-0.245,-0.252,-0.274,0.085
Seq_6543,-0.022,-0.483,-0.282,-0.495,0.164
Seq_6544,0.189,-0.519,-0.343,-0.452,0.112
Seq_6545,0.242,-0.433,-0.581,-0.251,0.149
Seq_6546,0.486,-0.728,-0.193,-0.609,0.096
Seq_6547,0.037,-0.44,-0.445,-0.264,0.253
Seq_6548,0.123,-0.532,-0.263,-0.373,0.103
Seq_6549,0.059,-0.362,-0.172,-0.402,0.038
Seq_6550,0.269,-0.759,0.097,-0.518,-0.015
Seq_6551,0.166,-0.695,-0.388,-0.38,0.319
Seq_6552,0.109,-0.499,-0.235,-0.327,0.091
Seq_6553,-0.14,-0.478,-0.288,-0.561,-0.036
Seq_6554,-0.035,-0.304,-0.378,-0.397,0.031
Seq_6555,0.303,-0.376,-0.327,-0.384,0.147
Seq_6556,-0.237,-0.402,-0.241,-0.26,0.151
Seq_6557,0.364,-0.349,-0.595,-0.639,0.158
Seq_6558,0.015,-0.445,-0.253,-0.411,0.125
Seq_6559,0.622,-0.264,-0.349,-0.466,0.104
Seq_6560,-0.093,-0.303,-0.117,-0.352,0.186
Seq_6561,0.467,-0.228,-0.33,-0.461,0.126
Seq_6562,0.162,-0.535,-0.255,-0.447,0.135
Seq_6563,0.298,-0.503,-0.407,-0.21,0.242
Seq_6564,0.04,-0.278,-0.382,-0.33,0.099
Seq_6565,0.29,-0.785,-0.322,-0.453,0.269
Seq_6566,0.004,-0.67,-0.25,-0.56,0.209
Seq_6567,-0.118,-0.431,-0.117,-0.597,0.058
Seq_6568,0.005,-0.339,-0.365,-0.385,-0.024
Seq_6569,-0.129,-0.581,-0.188,-0.456,0.013
Seq_6570,0.078,-0.362,-0.47,-0.432,0.114
Seq_6571,0.386,-0.77,-0.474,-0.665,0.288
Seq_6572,0.043,-0.598,-0.053,-0.574,0.079
Seq_6573,0.027,-0.402,-0.19,-0.392,0.055
Seq_6574,0.174,-1.004,-0.311,-0.558,0.092
Seq_6575,0.004,-0.312,-0.366,-0.511,0.016
Seq_6576,0.061,-0.377,-0.292,-0.433,0.002
Seq_6577,0.083,-0.389,-0.489,-0.359,0.019
Seq_6578,0.271,-0.548,-0.336,-0.466,0.113
Seq_6579,-0.157,-0.584,-0.136,-0.368,0.35
Seq_6580,-0.088,-0.589,-0.444,-0.237,0.091
Seq_6581,0.061,-0.711,-0.147,-0.325,0.346
Seq_6582,0.336,-0.443,-0.306,-0.524,0.168
Seq_6583,0.579,-0.381,0.353,-0.388,-0.284
Seq_6584,0.062,-0.261,-0.24,-0.355,0.139
Seq_6585,0.131,-0.914,-0.237,-0.379,0.171
Seq_6586,0.185,-0.539,-0.14,-0.469,0.057
Seq_6587,1.205,-0.252,-0.29,-0.335,0.245
Seq_6588,0.015,-0.842,-0.221,-0.617,0.273
Seq_6589,0.152,-0.083,-0.558,-0.411,-0.034
Seq_6590,0.155,-0.773,-0.056,-0.504,-0.017
Seq_6591,-0.114,-0.904,-0.136,-0.528,0.055
Seq_6592,-0.116,-0.392,-0.243,-0.368,0.109
Seq_6593,0.208,-0.767,-0.43,-0.555,0.203
Seq_6594,-0.136,-0.52,-0.408,-0.324,0.205
Seq_6595,0.13,-0.634,-0.143,-0.494,0.216
Seq_6596,0.093,-0.631,-0.18,-0.37,0.184
Seq_6597,0.063,-0.43,-0.322,-0.311,0.084
Seq_6598,0.014,-0.775,-0.144,-0.595,0.153
Seq_6599,0.169,-0.611,-0.056,-0.403,0.034
Seq_6600,0.228,-0.639,-0.095,-0.263,0.134
Seq_6601,-0.085,-0.669,-0.129,-0.349,0.129
Seq_6602,0.406,-0.471,-0.442,-0.6,0.17
Seq_6603,0.407,-0.624,-0.207,-0.493,0.154
Seq_6604,0.333,-0.269,-0.33,-0.443,0.158
Seq_6605,-0.014,-0.472,-0.383,-0.402,0.139
Seq_6606,0.066,-0.699,-0.262,-0.359,0.323
Seq_6607,-0.001,-0.467,-0.26,-0.454,0.161
Seq_6608,-0.139,-0.507,0.019,-0.564,0.102
Seq_6609,0.082,-0.559,-0.266,-0.371,0.206
Seq_6610,0.034,-0.656,0.114,-0.26,-0.037
Seq_6611,0.1,-0.19,-0.372,-0.177,0.122
Seq_6612,-0.65,-0.767,-0.116,-0.346,0.141
Seq_6613,-0.055,-0.455,-0.165,-0.347,0.163
Seq_6614,0.048,-0.458,-0.358,-0.344,0.19
Seq_6615,-0.142,-0.335,-0.304,-0.386,0.074
Seq_6616,0.063,-0.32,-0.427,-0.425,0.066
Seq_6617,0.564,-1.071,-0.143,-0.323,0.114
Seq_6618,0.012,-0.314,-0.159,-0.386,0.079
Seq_6619,-0.712,-0.99,-0.355,-0.441,0.134
Seq_6620,-0.04,-0.28,-0.158,-0.209,0.127
Seq_6621,0.11,-0.073,-0.624,-0.452,0.114
Seq_6622,0.116,-0.573,-0.339,-0.49,0.204
Seq_6623,0.086,-0.666,-0.273,-0.481,0.18
Seq_6624,0.079,-0.426,-0.422,-0.403,0.249
Seq_6625,0.305,-0.295,-0.343,-0.507,0.052
Seq_6626,0.2,-0.548,-0.199,-0.364,0.136
Seq_6627,1.019,-0.754,-0.171,-1.044,0.057
Seq_6628,-0.123,-0.366,-0.221,-0.25,0.216
Seq_6629,0.238,-0.356,-0.425,-0.485,0.133
Seq_6630,0.211,-0.882,-0.265,-0.403,0.403
Seq_6631,0.091,-0.124,-0.342,-0.396,0.065
Seq_6632,-1.539,-0.292,0.122,-0.237,0.182
Seq_6633,0.269,-0.575,0.03,-0.448,0.125
Seq_6634,0.082,-0.739,-0.226,-0.506,0.167
Seq_6635,-0.071,-0.647,-0.307,-0.436,0.217
Seq_6636,0.102,-0.274,-0.472,-0.448,0.111
Seq_6637,0.293,-0.378,-0.024,-0.434,0.009
Seq_6638,-0.016,-0.327,-0.164,-0.174,0.064
Seq_6639,0.489,-0.622,0.189,-0.274,-0.105
Seq_6640,0.282,-0.513,-0.175,-0.533,0.157
Seq_6641,0.252,-1.089,-0.088,-0.172,0.157
Seq_6642,0.196,-0.622,-0.306,-0.366,0.169
Seq_6643,0.207,-0.844,-0.377,-0.489,0.23
Seq_6644,0.244,-0.625,0.062,-0.196,0.139
Seq_6645,-0.224,-0.111,-0.243,-0.369,0.12
Seq_6646,0.012,-0.267,-0.163,-0.35,0.101
Seq_6647,0.02,-0.567,-0.356,-0.557,0.244
Seq_6648,0.004,-0.253,-0.24,-0.598,0.003
Seq_6649,0.195,-0.397,-0.173,-0.374,-0.003
Seq_6650,0.126,-0.309,-0.218,-0.38,0.069
Seq_6651,0.015,-0.654,-0.244,-0.32,0.237
Seq_6652,0.255,-0.487,-0.174,-0.443,0.078
Seq_6653,0.365,-0.368,-0.508,-0.462,0.217
Seq_6654,0.362,-0.214,-0.198,-0.452,-0.032
Seq_6655,0.19,-0.658,-0.351,-0.507,0.158
Seq_6656,0.096,-0.937,-0.246,-0.401,0.139
Seq_6657,0.185,-0.483,-0.34,-0.344,0.107
Seq_6658,0.162,-0.517,-0.016,-0.136,0.126
Seq_6659,0.363,-0.454,-0.157,-0.527,0.046
Seq_6660,0.322,-0.202,-0.111,-0.291,0.11
Seq_6661,0.056,-0.275,-0.285,-0.432,0.118
Seq_6662,0.051,-0.54,-0.206,-0.461,0.052
Seq_6663,0.18,-0.271,-0.37,-0.658,0.075
Seq_6664,0.016,-0.379,-0.137,-0.426,0.201
Seq_6665,0.354,-0.498,-0.283,-0.397,0.155
Seq_6666,0.082,-0.728,-0.276,-0.579,0.064
Seq_6667,0.062,-0.534,-0.548,-0.48,0.18
Seq_6668,0.106,-0.217,-0.383,-0.519,-0.076
Seq_6669,0.134,-0.427,-0.181,-0.44,0.123
Seq_6670,0.216,-0.561,-0.34,-0.427,0.248
Seq_6671,-0.143,-0.425,-0.252,-0.471,0.109
Seq_6672,-0.025,-0.613,-0.128,-0.354,0.111
Seq_6673,0.043,-0.149,-0.456,-0.337,0.067
Seq_6674,-0.26,-0.604,0.013,-0.448,0.059
Seq_6675,0.137,-0.365,-0.317,-0.291,0.173
Seq_6676,0.226,-0.671,-0.293,-0.535,0.132
Seq_6677,-0.033,-0.625,-0.288,-0.497,0.156
Seq_6678,-0.113,-0.615,-0.387,-0.52,0.273
Seq_6679,0.177,-0.389,-0.265,-0.351,0.074
Seq_6680,0.12,-0.611,-0.364,-0.538,0.16
Seq_6681,-0.044,-0.493,-0.29,-0.325,0.087
Seq_6682,0.07,-0.277,-0.314,-0.428,0.147
Seq_6683,-0.296,-0.151,-0.283,-0.488,0.031
Seq_6684,0.971,-0.246,-0.177,-0.741,0.207
Seq_6685,-0.009,-0.591,-0.32,-0.388,0.169
Seq_6686,-0.03,-0.339,-0.52,-0.572,0.271
Seq_6687,0.131,-0.38,-0.03,-0.627,-0.032
Seq_6688,0.249,-0.483,-0.153,-0.456,0.155
Seq_6689,0.444,-0.382,0.014,-0.317,-0.031
Seq_6690,0.782,-0.268,-0.395,-0.602,0.118
Seq_6691,0.102,-0.166,-0.333,-0.364,0.106
Seq_6692,0.535,-0.501,-0.131,-0.339,0.266
Seq_6693,-0.133,-0.255,-0.253,-0.395,0.103
Seq_6694,0.219,-0.588,-0.273,-0.382,0.145
Seq_6695,0.034,-0.457,-0.017,-0.201,0.068
Seq_6696,0.35,-0.348,-0.338,-0.521,0.068
Seq_6697,0.372,-0.899,-0.09,-0.946,0.176
Seq_6698,0.226,-0.292,-0.281,-0.085,0.233
Seq_6699,0.337,-0.38,-0.045,-0.474,0.023
Seq_6700,0.224,-0.569,-0.433,-0.447,0.057
Seq_6701,-0.117,-0.55,-0.431,-0.393,0.165
Seq_6702,0.092,-0.669,-0.224,-0.506,0.091
Seq_6703,0.246,-0.733,-0.573,-0.44,0.177
Seq_6704,-0.02,-0.008,-0.443,0.012,0.044
Seq_6705,0.206,-0.617,-0.453,-0.405,0.196
Seq_6706,0.296,-0.716,-0.124,-0.516,0.022
Seq_6707,0.005,-0.794,-0.295,-0.391,0.266
Seq_6708,0.134,-0.367,-0.366,-0.468,0.108
Seq_6709,0.304,-0.311,-0.382,-0.373,0.16
Seq_6710,0.126,-0.714,-0.443,-0.371,0.246
Seq_6711,0.082,-0.896,-0.448,-0.482,0.189
Seq_6712,-0.042,-0.489,-0.415,-0.451,0.061
Seq_6713,0.272,-0.285,-0.198,-0.429,0.099
Seq_6714,-0.929,-0.486,-0.149,-0.142,0.106
Seq_6715,0.039,-0.809,0.07,-0.144,0.149
Seq_6716,0.189,-0.301,-0.196,-0.333,0.128
Seq_6717,0.316,-0.533,-0.052,-0.408,0.21
Seq_6718,-0.028,-0.705,-0.184,-0.358,0.049
Seq_6719,0.195,-0.527,-0.156,-0.486,0.158
Seq_6720,0.15,-0.386,-0.329,-0.449,0.129
Seq_6721,0.386,-0.099,-0.559,0.294,-0.101
Seq_6722,0.02,-0.334,-0.105,-0.325,0.039
Seq_6723,0.187,-0.735,-0.344,-0.464,0.224
Seq_6724,-0.811,-0.891,-0.351,-0.338,0.158
Seq_6725,0.492,-0.392,0.149,-0.43,-0.086
Seq_6726,0.202,-0.216,-0.308,-0.356,0.103
Seq_6727,-0.207,-0.571,-0.453,-0.362,0.081
Seq_6728,-1.175,-0.598,-0.595,-0.428,-0.042
Seq_6729,0.226,-0.452,-0.225,-0.513,0.069
Seq_6730,0.39,-0.661,-0.483,-0.357,0.358
Seq_6731,0.108,-0.409,-0.326,-0.306,0.265
Seq_6732,0.2,-0.479,-0.24,-0.465,-0.042
Seq_6733,0.109,-0.692,-0.588,-0.697,0.082
Seq_6734,-0.102,-0.44,-0.295,-0.391,0.073
Seq_6735,0.057,-0.424,-0.289,-0.314,0.098
Seq_6736,0.234,-0.634,-0.083,-0.588,0.188
Seq_6737,-0.067,-0.697,-0.103,-0.452,0.159
Seq_6738,0.172,-0.821,-0.328,-0.624,0.214
Seq_6739,0.272,-0.023,-0.172,-0.496,-0.064
Seq_6740,0.174,-0.512,-0.557,-0.382,-0.011
Seq_6741,0.236,-0.493,-0.481,-0.485,0.126
Seq_6742,0.04,-0.216,-0.287,-0.365,0.156
Seq_6743,-0.031,-0.85,-0.3,-0.548,0.21
Seq_6744,0.014,-0.726,-0.305,-0.3,0.274
Seq_6745,0.099,-0.553,-0.296,-0.355,0.139
Seq_6746,0.113,-0.526,-0.288,-0.424,0.057
Seq_6747,0.188,-0.61,-0.166,-0.553,0.108
Seq_6748,0.167,-0.823,-0.325,-0.768,0.097
Seq_6749,0.354,-0.574,-0.404,-0.518,-0.077
Seq_6750,0.219,-0.684,0.006,-0.435,0.037
Seq_6751,0.591,-0.473,-0.025,-0.258,0.328
Seq_6752,0.014,-0.58,-0.331,-0.349,0.205
Seq_6753,0.182,-0.426,-0.158,-0.244,0.114
Seq_6754,0.126,-0.392,-0.232,-0.305,0.098
Seq_6755,0.059,-0.88,-0.341,-0.507,0.196
Seq_6756,0.611,-0.911,-0.165,-0.752,0.156
Seq_6757,0.515,-0.829,0.078,-0.437,0.047
Seq_6758,0.097,-0.326,-0.235,-0.482,0.077
Seq_6759,-0.033,-0.29,-0.227,-0.419,0.112
Seq_6760,0.211,-0.571,-0.374,-0.446,0.037
Seq_6761,0.491,-0.856,-0.204,-0.512,0.122
Seq_6762,0.34,-0.497,-0.307,-0.415,0.141
Seq_6763,-0.056,-0.634,-0.071,-0.434,0.12
Seq_6764,0.111,-0.801,-0.419,-0.474,0.154
Seq_6765,0.032,-0.478,-0.119,-0.413,0.048
Seq_6766,-0.584,-0.338,-0.234,-0.253,-0.044
Seq_6767,0.155,-0.464,-0.377,-0.352,0.194
Seq_6768,0.175,-0.232,-0.146,-0.317,0.031
Seq_6769,0.136,-0.52,-0.266,-0.306,0.149
Seq_6770,0.572,-0.505,-0.6,-0.181,0.237
Seq_6771,0.275,-0.409,-0.355,-0.489,0.075
Seq_6772,0.192,-0.481,-0.234,-0.498,0.047
Seq_6773,0.142,-0.729,-0.247,-0.486,0.255
Seq_6774,0.067,-0.333,-0.229,-0.456,0.131
Seq_6775,-0.166,-0.307,-0.329,-0.196,0.093
Seq_6776,0.285,-0.564,-0.628,-0.271,0.235
Seq_6777,0.282,-0.483,0.082,-0.378,0.086
Seq_6778,0.117,-0.5,-0.358,-0.43,0.176
Seq_6779,0.111,-0.767,-0.342,-0.438,0.26
Seq_6780,0.286,-0.443,-0.33,-0.448,0.2
Seq_6781,-0.094,-0.623,-0.363,-0.324,0.138
Seq_6782,0.888,-0.335,-0.227,-0.523,0.145
Seq_6783,0.078,-0.43,-0.251,-0.312,-0.023
Seq_6784,0.194,-0.925,-0.028,-0.47,0.141
Seq_6785,-0.007,-0.774,-0.383,-0.42,0.276
Seq_6786,0.063,-0.192,-0.303,-0.336,-0.074
Seq_6787,0.018,-0.162,-0.443,-0.47,0.126
Seq_6788,-0.001,-0.213,-0.098,-0.358,0.21
Seq_6789,-0.01,-0.23,-0.207,-0.297,0.083
Seq_6790,0.115,-0.35,-0.316,-0.376,0.257
Seq_6791,0.24,-0.588,-0.675,-0.638,0.194
Seq_6792,0.137,-0.534,-0.288,-0.409,0.16
Seq_6793,-0.027,-0.465,-0.122,-0.48,0.139
Seq_6794,-0.065,-0.36,-0.337,-0.418,0.116
Seq_6795,0.042,-0.452,-0.351,-0.281,0.246
Seq_6796,0.074,-0.799,-0.367,-0.382,0.334
Seq_6797,0.374,-0.394,-0.181,-0.382,0.05
Seq_6798,0.136,-0.927,-0.449,-0.585,0.203
Seq_6799,0.434,-0.541,-0.198,-0.519,0.011
Seq_6800,0.219,-0.372,-0.215,-0.326,0.069
Seq_6801,0.281,-0.815,-0.072,-0.409,0.076
Seq_6802,0.137,-0.493,-0.151,-0.475,0.028
Seq_6803,0.232,-0.421,-0.069,-0.455,-0.009
Seq_6804,0.208,-0.559,-0.44,-0.515,0.067
Seq_6805,0.085,-1.001,-0.288,-0.502,0.152
Seq_6806,-0.152,-0.555,-0.225,-0.427,0.11
Seq_6807,0.242,-0.493,-0.361,-0.503,0.245
Seq_6808,0.384,-0.621,-0.029,-0.369,0.16
Seq_6809,0.101,0.111,-0.376,-0.266,0.125
Seq_6810,0.044,-0.456,-0.139,-0.315,0.417
Seq_6811,0.147,-0.495,-0.425,-0.353,0.105
Seq_6812,0.066,-0.536,-0.228,-0.467,0.296
Seq_6813,0.428,-0.394,-0.232,-0.499,0.214
Seq_6814,0.133,-0.383,-0.033,-0.401,0.154
Seq_6815,0.199,-0.433,-0.329,-0.416,0.124
Seq_6816,0.268,-0.342,-0.271,-0.578,-0.034
Seq_6817,0.31,-0.262,-0.225,-0.508,-0.011
Seq_6818,0.301,-0.571,0.136,-0.235,0.463
Seq_6819,0.112,-0.398,-0.093,-0.305,-0.022
Seq_6820,0.019,-0.601,-0.277,-0.577,0.043
Seq_6821,0.072,-0.568,-0.219,-0.421,0.1
Seq_6822,0.037,-0.661,-0.176,-0.456,0.104
Seq_6823,0.607,-0.468,-0.409,-0.493,0.173
Seq_6824,0.186,-0.332,-0.343,-0.286,0.175
Seq_6825,0.252,-0.682,-0.365,-0.57,0.244
Seq_6826,0.077,-0.334,-0.363,-0.244,-0.004
Seq_6827,0.376,-0.425,-0.343,-0.335,0.135
Seq_6828,-0.255,-0.26,-0.327,-0.342,0.118
Seq_6829,0.182,-0.284,-0.298,-0.429,0.062
Seq_6830,1.247,0.379,-0.853,0.216,0.033
Seq_6831,-0.028,-0.355,-0.157,-0.311,0.201
Seq_6832,0.374,-0.414,-0.349,-0.399,0.205
Seq_6833,-0.141,-0.725,-0.483,-0.543,0.125
Seq_6834,0.063,-0.408,-0.516,-0.356,0.106
Seq_6835,0.036,-0.699,-0.288,-0.508,0.245
Seq_6836,0.204,-0.674,-0.647,-0.454,0.277
Seq_6837,-0.268,-0.488,-0.401,-0.373,0.265
Seq_6838,0.223,-0.54,-0.216,-0.411,0.23
Seq_6839,0.082,-0.172,-0.204,-0.382,0.039
Seq_6840,0.344,-0.589,-0.244,-0.355,0.276
Seq_6841,-0.031,-0.534,-0.261,-0.423,0.335
Seq_6842,0.286,-0.315,-0.102,-0.321,0.017
Seq_6843,0.237,-0.58,-0.137,-0.422,0.069
Seq_6844,-0.63,-0.939,-0.384,-0.353,0.232
Seq_6845,0.054,-0.57,-0.253,-0.318,0.071
Seq_6846,0.073,-0.286,-0.306,-0.542,0.008
Seq_6847,0.351,-0.636,-0.19,-0.205,0.111
Seq_6848,0.102,-0.511,-0.275,-0.432,0.196
Seq_6849,-0.082,-0.15,-0.349,-0.263,0.075
Seq_6850,-0.094,-0.267,-0.099,-0.113,-0.056
Seq_6851,0.582,-1.19,-0.049,-1.008,0.137
Seq_6852,-0.087,-0.517,-0.148,-0.419,0.013
Seq_6853,0.319,-0.057,-0.512,0.189,-0.07
