Secondary Structure(Helix),Solvent Accessibilty (Buried),Solvent Accesibilty(Intermediate),[G4.3.22.3],[G7.1.1.50],[G5.2.2.12],[G4.3.10.4],[G2.1.1.169],[G4.3.11.2],[G2.1.1.339],[G2.1.1.211],[G2.1.1.178],[Class]
0.483,0.508,0.254,3.75,0.00522,0.002048,20,0,2.5,0,0,0,nonDRNA
0.472,0.507,0.241,3.75,0.006206,3.11E-04,22.5,0,2.5,0,0,0,nonDRNA
0.413,0.464,0.247,3.75,0.006955,0.001182,30,0,2.5,0,0,0,nonDRNA
0.481,0.409,0.312,3.75,-0.004862,0,22.5,0,2.5,0,0,0,nonDRNA
0.427,0.439,0.228,3.75,-0.008254,5.00E-04,27.5,0,2.5,1.265823,0,0,nonDRNA
0.429,0.383,0.262,3.75,-5.52E-04,0.002066,22.5,1.265823,2.5,0,0,0,nonDRNA
0.411,0.474,0.214,3.75,0.001454,0.002359,15,2.531646,2.5,0,0,0,nonDRNA
0.338,0.371,0.328,3.75,-0.002503,0.001261,22.5,0,2.5,0,0,0,nonDRNA
0.448,0.426,0.222,3.75,0.001147,0.001172,16.25,0,2.5,0,0,1.265823,nonDRNA
0.536,0.5,0.21,3.75,-0.00458,5.64E-04,37.5,0,2.5,0,0,0,nonDRNA
0.365,0.442,0.239,3.75,0.005733,0.002487,33.75,1.265823,2.5,0,0,1.265823,nonDRNA
0.393,0.426,0.273,3.75,-0.001698,2.72E-04,31.25,0,2.5,0,0,0,nonDRNA
0.451,0.6,0.211,3.75,-0.003615,6.99E-04,32.5,0,2.5,0,0,0,nonDRNA
0.503,0.432,0.172,3.75,0.002103,3.37E-04,20,0,2.5,0,0,0,nonDRNA
0.436,0.372,0.314,3.75,0.003754,8.64E-04,28.75,0,2.5,0,0,0,nonDRNA
0.308,0.438,0.297,3.75,-0.001919,0.001601,21.25,0,2.5,0,0,0,nonDRNA
0.533,0.448,0.2,3.75,-0.005255,0,37.5,0,2.5,0,0,0,nonDRNA
0.409,0.373,0.259,3.75,-0.002881,0.001611,21.25,0,2.5,0,0,0,nonDRNA
0.488,0.417,0.229,3.75,-0.008711,0.0026,17.5,1.265823,2.5,0,0,0,nonDRNA
0.464,0.348,0.225,3.75,-0.008148,0.002116,30,0,2.5,0,0,1.265823,nonDRNA
0.3,0.409,0.276,3.75,-0.013718,0.001088,17.5,0,2.5,0,0,0,nonDRNA
0.462,0.462,0.269,3.75,0.022059,9.65E-04,27.5,0,2.5,0,0,0,nonDRNA
0.425,0.377,0.295,3.75,-6.00E-05,6.28E-04,31.25,0,2.5,0,0,0,nonDRNA
0.426,0.325,0.276,3.75,-0.004451,0.003311,33.75,3.797468,2.5,0,0,0,nonDRNA
0.476,0.521,0.261,3.75,0.003601,3.12E-04,31.25,0,2.5,0,0,0,nonDRNA
0.496,0.47,0.248,3.75,-0.003596,3.51E-04,25,0,2.5,0,0,0,nonDRNA
0.595,0.447,0.187,3.75,-0.001499,2.94E-04,42.5,0,2.5,0,0,0,nonDRNA
0.448,0.473,0.22,3.75,-8.04E-04,0.001211,26.25,0,2.5,0,0,0,nonDRNA
0.481,0.438,0.201,3.75,-5.96E-04,7.93E-04,30,0,2.5,0,0,0,nonDRNA
0.454,0.503,0.245,3.75,0.00848,0.001586,36.25,0,2.5,0,0,1.265823,nonDRNA
0.445,0.434,0.254,3.75,-0.002832,0.001287,33.75,0,2.5,0,0,2.531646,nonDRNA
0.44,0.465,0.229,3.75,-0.009062,0.001572,33.75,1.265823,2.5,0,0,0,nonDRNA
0.41,0.393,0.242,3.75,-0.011028,0.001947,20,1.265823,2.5,0,0,0,nonDRNA
0.431,0.471,0.259,3.75,-0.012397,3.11E-04,30,0,2.5,0,0,1.265823,nonDRNA
0.445,0.489,0.201,3.75,-0.004059,0.001133,30,0,2.5,0,0,1.265823,nonDRNA
0.513,0.474,0.249,3.75,-0.001024,0,20,0,2.5,0,0,0,nonDRNA
0.41,0.448,0.302,3.75,0.010277,3.04E-04,20,0,2.5,0,0,0,nonDRNA
0.404,0.504,0.254,3.75,0.008614,6.71E-04,25,0,2.5,0,0,0,nonDRNA
0.431,0.49,0.218,3.75,1.90E-05,6.67E-04,21.25,0,2.5,0,0,0,nonDRNA
0.393,0.373,0.271,3.75,0.003766,0.001362,23.75,0,2.5,0,0,0,nonDRNA
0.375,0.556,0.269,3.75,0.005027,0.001457,21.25,1.265823,2.5,0,0,0,nonDRNA
0.348,0.404,0.267,3.75,-0.004881,0.001465,26.25,1.265823,2.5,0,0,0,nonDRNA
0.407,0.378,0.245,3.75,-0.00831,0.002372,13.75,1.265823,2.5,0,0,0,nonDRNA
0.496,0.335,0.226,3.75,-0.002187,0.001074,36.25,0,2.5,0,0,0,nonDRNA
0.5,0.333,0.233,3.75,-0.00259,0.001077,33.75,0,2.5,0,0,0,nonDRNA
0.46,0.441,0.23,3.75,-0.001784,0.002082,35,2.531646,2.5,0,0,0,nonDRNA
0.51,0.447,0.247,6.25,-0.006979,0.001247,20,0,2.5,0,0,0,nonDRNA
0.384,0.469,0.237,5,-0.007056,0.001089,37.5,0,2.5,0,0,1.265823,nonDRNA
0.398,0.504,0.226,5,0.003825,0.001119,28.75,0,2.5,0,0,0,nonDRNA
0.362,0.489,0.323,35,0.003107,0,27.5,0,2.5,0,1.265823,0,nonDRNA
0.511,0.393,0.23,6.25,-0.0038,5.55E-04,22.5,0,2.5,0,0,0,nonDRNA
0.457,0.435,0.242,6.25,0.001421,0.001962,40,0,2.5,1.265823,0,0,nonDRNA
0.376,0.448,0.235,7.5,-0.002515,0.002456,25,1.265823,2.5,0,0,1.265823,nonDRNA
0.44,0.485,0.214,7.5,0.003114,0.001491,20,1.265823,2.5,0,0,0,nonDRNA
0.435,0.435,0.233,5,0.005746,0.003078,25,1.265823,2.5,0,0,1.265823,nonDRNA
0.458,0.324,0.268,7.5,0.008486,7.39E-04,20,0,2.5,0,0,0,nonDRNA
0.472,0.423,0.194,5,-0.011081,0.001989,35,2.531646,2.5,0,0,0,nonDRNA
0.495,0.44,0.202,6.25,0.002471,0.00165,30,1.265823,2.5,0,0,0,nonDRNA
0.444,0.403,0.242,6.25,-0.002872,0.00125,27.5,0,2.5,0,0,0,nonDRNA
0.459,0.451,0.216,7.5,0.003178,0.001179,21.25,0,2.5,0,0,1.265823,nonDRNA
0.46,0.358,0.238,5,-0.001771,0.001899,15,0,2.5,0,0,1.265823,nonDRNA
0.482,0.355,0.313,5,-0.004559,0.001105,27.5,0,2.5,0,0,0,nonDRNA
0.471,0.404,0.231,5,-0.007197,0.001098,17.5,0,2.5,0,0,0,nonDRNA
0.33,0.407,0.284,5,0.003595,0.001345,27.5,0,2.5,0,0,0,nonDRNA
0.43,0.434,0.258,5,0.010667,0.001,26.25,0,2.5,1.265823,0,0,nonDRNA
0.383,0.45,0.264,5,-0.005159,0.002715,28.75,1.265823,2.5,0,0,1.265823,nonDRNA
0.385,0.434,0.267,5,-0.002296,0.001755,20,1.265823,2.5,0,0,0,nonDRNA
0.384,0.432,0.277,5,-4.73E-04,0.00173,20,1.265823,2.5,0,0,0,nonDRNA
0.486,0.478,0.223,5,-0.002919,0.001074,26.25,0,2.5,0,0,1.265823,nonDRNA
0.481,0.489,0.212,5,-1.80E-04,0.001086,27.5,0,2.5,0,0,1.265823,nonDRNA
0.486,0.473,0.202,5,-0.007041,3.05E-04,23.75,0,2.5,0,0,0,nonDRNA
0.437,0.444,0.261,5,0.001079,0.001102,28.75,0,2.5,0,0,3.797468,nonDRNA
0.455,0.496,0.227,8.75,0.01723,0.001687,40,1.265823,2.5,0,0,0,nonDRNA
0.325,0.395,0.329,6.25,0.011526,5.56E-04,27.5,0,2.5,1.265823,0,0,nonDRNA
0.478,0.425,0.271,7.5,-0.001678,6.17E-04,18.75,0,2.5,0,0,0,nonDRNA
0.534,0.395,0.237,6.25,0.004878,0,18.75,0,2.5,0,0,0,nonDRNA
0.384,0.377,0.396,6.25,0.001162,0.001268,20,0,2.5,0,0,0,nonDRNA
0.485,0.447,0.233,7.5,-0.002091,0.001702,28.75,1.265823,2.5,0,0,0,nonDRNA
0.3,0.442,0.267,5,-0.005088,8.06E-04,25,0,2.5,0,0,0,nonDRNA
0.427,0.452,0.236,10,0.006846,0.001814,27.5,0,2.5,0,0,0,nonDRNA
0.526,0.484,0.222,3.75,-0.003783,9.69E-04,25,0,2.5,0,0,0,nonDRNA
0.484,0.425,0.217,3.75,-0.00529,0.002343,22.5,0,2.5,0,0,1.265823,nonDRNA
0.437,0.363,0.337,3.75,0.003322,0.002407,17.5,1.265823,2.5,0,0,0,nonDRNA
0.419,0.448,0.26,3.75,-0.004437,0.001707,30,0,2.5,0,0,1.265823,nonDRNA
0.534,0.399,0.211,3.75,-0.011862,0.002126,16.25,0,2.5,0,0,1.265823,nonDRNA
0.523,0.331,0.214,3.75,0.003925,0.001686,13.75,1.265823,2.5,0,0,0,nonDRNA
0.473,0.295,0.26,3.75,0.00282,0.002537,21.25,0,2.5,0,1.265823,0,nonDRNA
0.486,0.496,0.204,3.75,-0.002245,0,30,0,2.5,0,0,0,nonDRNA
0.436,0.436,0.252,3.75,0.006857,9.75E-04,18.75,0,2.5,0,0,0,nonDRNA
0.554,0.549,0.165,3.75,-0.003511,9.12E-04,17.5,0,2.5,0,0,0,nonDRNA
0.415,0.443,0.233,3.75,0.004094,0.00135,28.75,1.265823,2.5,0,0,0,nonDRNA
0.49,0.552,0.181,3.75,-0.004743,8.38E-04,21.25,0,2.5,0,0,0,nonDRNA
0.554,0.475,0.208,3.75,-0.00206,0,18.75,0,2.5,0,0,0,nonDRNA
0.486,0.572,0.183,3.75,0.009252,3.22E-04,17.5,0,2.5,0,0,0,nonDRNA
0.408,0.418,0.246,3.75,0.003669,9.43E-04,13.75,0,2.5,0,1.265823,0,nonDRNA
0.435,0.444,0.253,3.75,6.61E-04,0.001207,26.25,1.265823,2.5,0,0,0,nonDRNA
0.546,0.502,0.181,3.75,7.68E-04,5.99E-04,20,0,2.5,0,0,0,nonDRNA
0.41,0.381,0.288,3.75,-5.34E-04,5.52E-04,18.75,0,2.5,0,0,0,nonDRNA
0.365,0.538,0.258,3.75,0.0069,0,20,0,2.5,0,0,0,nonDRNA
0.368,0.535,0.263,3.75,0.005791,0,20,0,2.5,0,0,0,nonDRNA
0.494,0.468,0.18,3.75,0.008622,0.003259,18.75,1.265823,2.5,0,0,2.531646,nonDRNA
0.46,0.54,0.23,3.75,0.00982,6.48E-04,22.5,0,2.5,0,0,0,nonDRNA
0.456,0.462,0.166,3.75,-4.50E-05,0.00115,22.5,0,2.5,0,0,1.265823,nonDRNA
0.49,0.598,0.153,3.75,-0.001987,7.19E-04,23.75,0,2.5,0,0,1.265823,nonDRNA
0.376,0.459,0.288,3.75,0.002554,0.001001,33.75,0,2.5,0,0,0,nonDRNA
0.451,0.476,0.224,3.75,-2.16E-04,0.001434,22.5,0,2.5,0,0,0,nonDRNA
0.439,0.434,0.274,3.75,0.004905,6.15E-04,18.75,0,2.5,0,0,0,nonDRNA
0.372,0.437,0.3,3.75,-0.003055,0,18.75,0,2.5,0,0,0,nonDRNA
0.46,0.492,0.151,3.75,0.0099,6.03E-04,18.75,0,2.5,0,0,0,nonDRNA
0.451,0.443,0.273,3.75,0.001273,6.70E-04,26.25,0,2.5,0,0,0,nonDRNA
0.451,0.443,0.273,3.75,0.001273,6.70E-04,26.25,0,2.5,0,0,0,nonDRNA
0.425,0.486,0.222,3.75,-0.002526,6.67E-04,21.25,0,2.5,0,0,0,nonDRNA
0.477,0.484,0.232,3.75,-0.001671,5.63E-04,20,0,2.5,0,0,1.265823,nonDRNA
0.46,0.465,0.265,3.75,-0.010867,0.001332,22.5,0,2.5,0,0,1.265823,nonDRNA
0.451,0.539,0.211,3.75,0.008386,0,25,0,2.5,0,0,0,nonDRNA
0.458,0.465,0.25,3.75,-0.017221,9.02E-04,28.75,1.265823,2.5,0,0,0,nonDRNA
0.412,0.476,0.24,3.75,8.22E-04,3.88E-04,26.25,0,2.5,0,0,0,nonDRNA
0.414,0.446,0.253,3.75,0.003373,3.04E-04,21.25,0,2.5,0,0,0,nonDRNA
0.389,0.459,0.246,3.75,-0.002928,9.05E-04,18.75,0,2.5,2.531646,0,0,nonDRNA
0.458,0.483,0.266,3.75,0.004197,0,16.25,0,2.5,0,0,0,nonDRNA
0.587,0.475,0.188,3.75,-0.013025,0.001747,17.5,0,2.5,0,0,1.265823,nonDRNA
0.415,0.442,0.257,3.75,-5.40E-04,3.29E-04,11.25,0,2.5,0,0,0,nonDRNA
0.358,0.494,0.26,3.75,0.011567,6.45E-04,11.25,0,2.5,0,0,0,nonDRNA
0.505,0.495,0.233,3.75,0.002991,0,13.75,0,2.5,0,0,0,nonDRNA
0.445,0.511,0.256,3.75,-0.003915,0,20,0,2.5,0,0,0,nonDRNA
0.44,0.568,0.195,3.75,-9.75E-04,3.14E-04,22.5,0,2.5,0,0,0,nonDRNA
0.451,0.439,0.232,3.75,-0.004845,0.001104,16.25,0,2.5,2.531646,0,0,nonDRNA
0.417,0.495,0.244,3.75,0.005042,0,18.75,0,2.5,0,0,0,nonDRNA
0.455,0.514,0.224,3.75,-0.005028,8.07E-04,22.5,0,2.5,0,0,0,nonDRNA
0.414,0.48,0.265,3.75,0.009876,2.93E-04,20,0,2.5,0,0,0,nonDRNA
0.444,0.434,0.245,3.75,-9.72E-04,0.001469,15,0,2.5,0,0,2.531646,nonDRNA
0.451,0.46,0.199,3.75,-0.004178,3.06E-04,22.5,0,2.5,0,0,0,nonDRNA
0.345,0.481,0.245,3.75,0.006566,0.00133,15,0,2.5,0,0,2.531646,nonDRNA
0.388,0.452,0.27,3.75,0.001671,0.001235,23.75,0,2.5,0,0,0,nonDRNA
0.448,0.46,0.25,3.75,-6.68E-04,0.001,17.5,0,2.5,0,0,0,nonDRNA
0.364,0.447,0.281,6.25,-0.003757,2.69E-04,17.5,0,2.5,0,0,0,nonDRNA
0.476,0.493,0.21,11.25,-0.004041,6.25E-04,21.25,0,2.5,0,0,0,nonDRNA
0.43,0.418,0.257,7.5,0.008457,0.00209,25,2.531646,2.5,0,0,1.265823,nonDRNA
0.537,0.424,0.227,3.75,-0.005684,0.00166,18.75,0,2.5,0,0,0,nonDRNA
0.436,0.371,0.279,3.75,0.009084,0.00197,28.75,1.265823,2.5,0,0,0,nonDRNA
0.422,0.494,0.25,3.75,0.001129,3.21E-04,22.5,0,2.5,0,0,0,nonDRNA
0.407,0.446,0.302,3.75,-0.001205,8.56E-04,20,0,2.5,0,0,0,nonDRNA
0.394,0.457,0.194,3.75,0.008422,0.001387,16.25,0,2.5,0,0,0,nonDRNA
0.476,0.537,0.201,3.75,0.005155,0,28.75,0,2.5,0,0,0,nonDRNA
0.462,0.453,0.256,3.75,-0.003319,6.21E-04,17.5,0,2.5,0,0,1.265823,nonDRNA
0.542,0.438,0.19,3.75,-0.003753,0.002418,21.25,1.265823,2.5,0,0,0,nonDRNA
0.476,0.535,0.206,3.75,-0.001873,2.89E-04,31.25,0,2.5,0,0,0,nonDRNA
0.413,0.458,0.235,3.75,-0.002343,0.001223,20,1.265823,2.5,0,0,0,nonDRNA
0.376,0.388,0.307,3.75,-0.00525,0.001501,33.75,0,2.5,0,0,0,nonDRNA
0.441,0.435,0.205,3.75,0.004453,0.001517,23.75,0,2.5,0,0,0,nonDRNA
0.485,0.515,0.21,3.75,-0.007608,0.001203,21.25,0,2.5,0,0,0,nonDRNA
0.475,0.494,0.205,3.75,7.00E-05,0.001731,23.75,0,2.5,0,0,1.265823,nonDRNA
0.463,0.447,0.228,3.75,-0.006454,6.25E-04,17.5,0,2.5,0,0,1.265823,nonDRNA
0.442,0.494,0.237,3.75,-2.05E-04,0.001219,18.75,0,2.5,0,0,1.265823,nonDRNA
0.49,0.492,0.191,3.75,-0.007737,3.10E-04,26.25,0,2.5,0,0,0,nonDRNA
0.451,0.476,0.223,3.75,-0.006003,0.001448,21.25,0,2.5,0,0,0,nonDRNA
0.434,0.455,0.236,3.75,4.72E-04,0.001639,22.5,0,2.5,1.265823,0,2.531646,nonDRNA
0.441,0.36,0.318,3.75,-0.005847,0.002753,23.75,2.531646,2.5,0,0,0,nonDRNA
0.408,0.459,0.246,3.75,-0.009176,0.001561,28.75,1.265823,2.5,0,0,0,nonDRNA
0.444,0.492,0.238,3.75,0.001789,2.42E-04,22.5,0,2.5,0,0,0,nonDRNA
0.507,0.544,0.186,3.75,-4.06E-04,0,15,0,2.5,0,0,0,nonDRNA
0.448,0.524,0.245,3.75,-0.004871,5.86E-04,26.25,0,2.5,0,0,0,nonDRNA
0.385,0.488,0.226,3.75,-0.013103,0.002216,18.75,0,2.5,0,0,2.531646,nonDRNA
0.425,0.451,0.254,3.75,-0.006045,0.001943,27.5,1.265823,2.5,0,0,0,nonDRNA
0.44,0.462,0.228,3.75,-0.009523,8.90E-04,13.75,0,2.5,0,0,1.265823,nonDRNA
0.43,0.471,0.225,3.75,-0.011223,5.77E-04,16.25,0,2.5,0,0,1.265823,nonDRNA
0.482,0.524,0.211,3.75,-0.012308,2.90E-04,18.75,0,2.5,0,0,1.265823,nonDRNA
0.29,0.462,0.283,3.75,-0.002255,9.41E-04,26.25,0,2.5,0,0,0,nonDRNA
0.422,0.356,0.255,3.75,0.002509,0.001141,22.5,0,2.5,0,0,0,nonDRNA
0.358,0.4,0.282,3.75,-0.002286,0.001658,18.75,0,2.5,0,0,0,nonDRNA
0.424,0.48,0.247,3.75,0.003496,5.74E-04,25,0,2.5,0,0,0,nonDRNA
0.371,0.457,0.259,3.75,-0.001502,0,20,0,2.5,0,0,0,nonDRNA
0.441,0.468,0.29,3.75,-9.19E-04,3.09E-04,23.75,0,2.5,0,0,0,nonDRNA
0.394,0.429,0.202,3.75,0.005789,0.002796,16.25,1.265823,2.5,0,0,0,nonDRNA
0.468,0.463,0.254,3.75,0.011382,6.42E-04,16.25,0,2.5,0,0,0,nonDRNA
0.448,0.507,0.21,3.75,-0.006413,0,30,0,2.5,0,0,0,nonDRNA
0.484,0.452,0.263,3.75,5.70E-05,0,16.25,0,2.5,0,0,0,nonDRNA
0.478,0.509,0.199,3.75,0.004704,6.93E-04,16.25,0,2.5,0,0,0,nonDRNA
0.467,0.373,0.26,3.75,0.008477,0.001359,27.5,0,2.5,0,0,0,nonDRNA
0.462,0.368,0.263,3.75,0.008935,0.001375,27.5,0,2.5,0,0,0,nonDRNA
0.446,0.42,0.261,3.75,0.004163,5.17E-04,18.75,0,2.5,0,0,0,nonDRNA
0.528,0.366,0.232,3.75,-0.002101,0.001219,18.75,0,2.5,0,0,1.265823,nonDRNA
0.404,0.481,0.212,3.75,0.002957,5.32E-04,23.75,0,2.5,0,1.265823,0,nonDRNA
0.435,0.424,0.265,3.75,0.001061,8.59E-04,17.5,0,2.5,0,0,0,nonDRNA
0.416,0.437,0.269,3.75,-4.52E-04,0.001219,13.75,0,2.5,0,0,0,nonDRNA
0.424,0.487,0.254,3.75,-0.0064,6.37E-04,21.25,0,2.5,0,0,0,nonDRNA
0.442,0.475,0.241,3.75,-0.002494,3.20E-04,18.75,0,2.5,0,0,0,nonDRNA
0.483,0.527,0.201,3.75,-5.06E-04,0.001845,20,0,2.5,0,0,0,nonDRNA
0.485,0.437,0.209,3.75,0.001509,0.001225,13.75,0,2.5,0,0,0,nonDRNA
0.457,0.493,0.248,3.75,0.001097,0.001259,18.75,0,2.5,0,0,0,nonDRNA
0.425,0.442,0.321,3.75,-0.010321,0.002005,20,1.265823,2.5,0,0,0,nonDRNA
0.565,0.48,0.177,3.75,-0.003824,6.91E-04,25,0,2.5,0,0,0,nonDRNA
0.403,0.417,0.244,3.75,0.011741,0.002698,23.75,1.265823,2.5,0,0,1.265823,nonDRNA
0.424,0.415,0.239,3.75,-0.009464,0.001924,22.5,1.265823,2.5,0,0,1.265823,nonDRNA
0.571,0.657,0.143,8.571429,0.003139,0.004333,22.857143,0,5.714286,0,0,0,nonDRNA
0.515,0.434,0.21,3.75,0.004415,0.001003,32.5,0,2.5,0,0,1.265823,nonDRNA
0.416,0.497,0.249,3.75,0.003341,0,23.75,0,2.5,1.265823,0,0,nonDRNA
0.455,0.468,0.243,3.75,0.002157,0,28.75,0,2.5,0,0,0,nonDRNA
0.486,0.416,0.3,3.75,-0.010988,3.11E-04,16.25,0,2.5,0,0,0,nonDRNA
0.408,0.467,0.243,3.75,0.01119,0.001786,18.75,2.531646,2.5,0,0,1.265823,nonDRNA
0.455,0.458,0.254,3.75,0.003804,0.00115,18.75,0,2.5,1.265823,0,0,nonDRNA
0.518,0.505,0.259,3.75,9.92E-04,0,20,0,2.5,0,0,0,nonDRNA
0.397,0.52,0.235,3.75,0.002604,0.001811,18.75,1.265823,2.5,0,0,1.265823,nonDRNA
0.395,0.469,0.212,3.75,-0.002982,0.001317,21.25,1.265823,2.5,0,0,0,nonDRNA
0.377,0.423,0.277,3.75,-0.007025,0.001758,20,1.265823,2.5,0,0,0,nonDRNA
0.438,0.529,0.209,3.75,0.003948,0.00188,21.25,0,2.5,0,0,1.265823,nonDRNA
0.327,0.427,0.251,3.75,-0.007848,0.002287,18.75,0,2.5,0,0,0,nonDRNA
0.341,0.454,0.189,3.75,1.44E-04,0.002208,15,1.265823,2.5,0,0,0,nonDRNA
0.467,0.36,0.225,3.75,-0.003899,0.00178,23.75,0,2.5,0,0,0,nonDRNA
0.49,0.361,0.25,3.75,-0.004985,0.003734,16.25,3.797468,2.5,0,0,0,nonDRNA
0.491,0.55,0.201,3.75,0.00119,8.32E-04,32.5,0,2.5,0,0,0,nonDRNA
0.398,0.468,0.234,3.75,0.004988,5.82E-04,17.5,0,2.5,0,0,0,nonDRNA
0.462,0.528,0.211,3.75,-8.34E-04,5.59E-04,30,0,2.5,0,0,0,nonDRNA
0.55,0.426,0.217,3.75,0.002695,0.001208,23.75,0,2.5,0,0,0,nonDRNA
0.463,0.529,0.234,3.75,0.003438,9.73E-04,23.75,0,2.5,0,0,0,nonDRNA
0.476,0.442,0.221,3.75,7.45E-04,0.001528,13.75,0,2.5,0,0,2.531646,nonDRNA
0.419,0.479,0.246,3.75,-0.002492,0.002257,21.25,0,2.5,0,0,0,nonDRNA
0.416,0.447,0.203,3.75,-0.007151,0.001734,15,0,2.5,0,0,0,nonDRNA
0.471,0.422,0.24,3.75,-0.005206,0.002169,25,1.265823,2.5,0,0,1.265823,nonDRNA
0.507,0.475,0.236,3.75,-0.003504,0,23.75,0,2.5,0,0,0,nonDRNA
0.498,0.445,0.219,3.75,0.001568,0.001337,27.5,0,2.5,0,1.265823,0,nonDRNA
0.459,0.486,0.266,3.75,0.003179,6.16E-04,20,0,2.5,0,0,0,nonDRNA
0.485,0.427,0.269,3.75,0.002275,0.001415,15,0,2.5,0,0,1.265823,nonDRNA
0.465,0.441,0.223,3.75,-5.08E-04,0.001027,17.5,0,2.5,0,0,0,nonDRNA
0.453,0.427,0.224,3.75,-0.00124,0.003191,22.5,3.797468,2.5,0,0,0,nonDRNA
0.391,0.412,0.244,3.75,0.008833,0.001178,22.5,1.265823,2.5,0,0,0,nonDRNA
0.418,0.45,0.246,3.75,0.007651,0.001604,21.25,0,2.5,0,0,1.265823,nonDRNA
0.469,0.399,0.267,3.75,0.002255,0.001744,16.25,0,2.5,0,0,1.265823,nonDRNA
0.467,0.467,0.217,3.75,-0.001867,2.85E-04,22.5,0,2.5,0,0,0,nonDRNA
0.42,0.385,0.332,3.75,0.006868,0,16.25,0,2.5,0,0,0,nonDRNA
0.361,0.46,0.32,3.75,0.002546,3.62E-04,30,0,2.5,0,0,0,nonDRNA
0.457,0.47,0.2,3.75,-0.004193,0.001537,33.75,0,2.5,0,0,1.265823,nonDRNA
0.424,0.372,0.272,3.75,-8.67E-04,0.001265,30,1.265823,2.5,1.265823,0,0,nonDRNA
0.505,0.41,0.219,3.75,0.009005,8.83E-04,26.25,0,2.5,1.265823,0,0,nonDRNA
0.457,0.372,0.333,3.75,-0.004208,0.002181,22.5,1.265823,2.5,0,0,0,nonDRNA
0.459,0.491,0.208,3.75,-0.00166,2.70E-04,15,0,2.5,0,0,0,nonDRNA
0.432,0.437,0.265,3.75,0.011244,6.64E-04,25,0,2.5,0,0,0,nonDRNA
0.432,0.44,0.265,3.75,0.010948,6.73E-04,25,0,2.5,0,0,0,nonDRNA
0.429,0.39,0.364,3.75,8.18E-04,6.28E-04,32.5,0,2.5,0,0,0,nonDRNA
0.427,0.481,0.247,3.75,0.010825,0,23.75,0,2.5,0,0,0,nonDRNA
0.493,0.29,0.203,4.347826,0.006746,0.003522,23.188406,1.470588,2.898551,0,0,0,nonDRNA
0.488,0.357,0.234,3.75,0.004517,0.001077,26.25,0,2.5,0,0,0,nonDRNA
0.493,0.365,0.223,3.75,0.003318,8.46E-04,26.25,0,2.5,0,0,0,nonDRNA
0.494,0.367,0.222,3.75,0.003318,8.46E-04,26.25,0,2.5,0,0,0,nonDRNA
0.408,0.435,0.239,3.75,-0.012501,0.001496,12.5,0,2.5,0,0,0,nonDRNA
0.496,0.479,0.254,3.75,-0.006853,6.02E-04,28.75,0,2.5,0,1.265823,0,nonDRNA
0.367,0.432,0.254,3.75,-0.011459,2.99E-04,20,0,2.5,0,0,0,nonDRNA
0.456,0.437,0.252,3.75,-0.005109,0.001283,17.5,0,2.5,0,0,0,nonDRNA
0.401,0.394,0.274,3.75,0.013322,0.001179,38.75,0,2.5,0,0,0,nonDRNA
0.376,0.43,0.326,3.75,-0.011296,0.001563,33.75,1.265823,2.5,0,0,0,nonDRNA
0.407,0.407,0.243,3.75,-3.58E-04,8.34E-04,16.25,0,2.5,0,0,0,nonDRNA
0.434,0.392,0.233,3.75,-3.58E-04,8.34E-04,16.25,0,2.5,0,0,0,nonDRNA
0.429,0.402,0.238,3.75,-3.58E-04,8.34E-04,16.25,0,2.5,0,0,0,nonDRNA
0.473,0.383,0.245,3.75,0.00296,5.64E-04,16.25,0,2.5,0,0,0,nonDRNA
0.461,0.446,0.252,7.5,0.00625,0.001287,15,0,2.5,0,0,0,nonDRNA
0.505,0.421,0.234,5,-0.001311,0.002467,26.25,3.797468,2.5,0,0,0,nonDRNA
0.364,0.512,0.306,5,-0.001293,0.001081,27.5,0,2.5,0,0,0,nonDRNA
0.493,0.475,0.238,6.25,-3.03E-04,0.001181,27.5,1.265823,2.5,0,0,1.265823,nonDRNA
0.425,0.513,0.257,5,-0.006021,0.001383,20,0,2.5,0,0,1.265823,nonDRNA
0.429,0.462,0.233,8.75,0.00715,2.56E-04,16.25,0,2.5,1.265823,0,1.265823,nonDRNA
0.446,0.425,0.23,6.25,0.001544,6.06E-04,38.75,1.265823,2.5,0,0,0,nonDRNA
0.437,0.481,0.221,5,0.010365,2.71E-04,25,0,2.5,0,0,0,nonDRNA
0.458,0.481,0.215,5,-0.006304,0.002763,21.25,0,2.5,0,0,1.265823,nonDRNA
0.424,0.485,0.288,7.5,0.006196,8.52E-04,13.75,0,2.5,0,0,0,nonDRNA
0.39,0.394,0.333,13.75,0.004281,2.88E-04,10,0,2.5,0,0,0,nonDRNA
0.449,0.469,0.256,6.25,0.012363,0,25,0,2.5,0,0,0,nonDRNA
0.428,0.509,0.216,8.75,5.87E-04,0.001289,25,1.265823,2.5,0,0,0,nonDRNA
0.467,0.481,0.255,5,1.50E-05,0.001692,15,1.265823,2.5,0,0,0,nonDRNA
0.448,0.371,0.324,5,-0.002751,0.001131,17.5,0,2.5,0,0,0,nonDRNA
0.352,0.475,0.284,5,-0.004747,0.001857,15,0,2.5,0,0,0,nonDRNA
0.424,0.473,0.257,5,6.38E-04,7.51E-04,17.5,0,2.5,0,0,0,nonDRNA
0.576,0.505,0.162,7.5,-0.010145,3.31E-04,20,0,2.5,0,0,0,nonDRNA
